종목코드,탭코드,종목명,현재가,등락구분,전일비,등락률,순자산가치(NAV),3개월수익률,거래량,거래대금(백만),시가총액(억),유형,브랜드,인버스,레버리지,환헤지H
301410,3,ARIRANG 코스닥150선물인버스,6920,2,90,1.32,6912.0,-2.2191,19239,132,48,국내,ARIRANG,True,False,False
309210,2,ARIRANG KRX300헬스케어,13175,5,-125,-0.94,13251.0,-3.693,1338,17,47,시장지수,ARIRANG,False,False,False
299070,6,KINDEX 국채선물10년인버스,94010,3,0,0.0,93839.0,-1.9555,0,0,47,파생,KINDEX,True,False,False
287300,2,KBSTAR 200건설,13665,2,80,0.59,13668.0,3.253,4471,60,46,시장지수,KBSTAR,False,False,False
275750,1,KBSTAR 코스닥150선물인버스,4610,2,65,1.43,4607.0,-2.6767,11366,52,46,국내,KBSTAR,True,False,False
296710,2,KODEX FnKorea50,11290,5,-45,-0.4,11338.0,-0.1586,32,0,45,시장지수,KODEX,False,False,False
291660,4,KODEX China H선물인버스(H),11220,2,25,0.22,,17.9662,20768,234,45,업종/테마,KODEX,True,False,True
280940,4,KODEX 골드선물인버스(H),7235,5,-30,-0.41,,-1.4247,1993,14,43,업종/테마,KODEX,True,False,True
291620,3,KOSEF 코스닥150선물인버스,7940,2,110,1.4,7928.0,-2.2472,3655,28,42,국내,KOSEF,True,False,False
227560,2,TIGER 200 생활소비재,11650,2,15,0.13,11659.0,-1.1974,3865,44,42,시장지수,TIGER,False,False,False
267490,4,KBSTAR 미국장기국채선물레버리지(합성 H),13900,3,0,0.0,,14.876,125,1,42,업종/테마,KBSTAR,False,True,True
217770,4,TIGER 원유선물인버스(H),5850,2,10,0.17,,-16.6905,2653,15,41,업종/테마,TIGER,True,False,True
333980,2,ARIRANG KS퀄리티가중TR,16325,5,-10,-0.06,16321.0,1.0829,36,0,41,시장지수,ARIRANG,False,False,False
371870,4,KINDEX 차이나항셍테크,8160,2,70,0.87,,-22.7317,99277,804,41,업종/테마,KINDEX,False,False,False
253240,3,KOSEF 200선물인버스,4870,5,-15,-0.31,4867.0,0.2051,11489,55,40,국내,KOSEF,True,False,False
140580,2,KBSTAR 우량업종,13265,2,10,0.08,13253.0,4.37,32,0,40,시장지수,KBSTAR,False,False,False
295020,6,KBSTAR 국채선물10년인버스,46850,5,-50,-0.11,46825.0,-2.0468,5,0,39,파생,KBSTAR,True,False,False
267450,4,KBSTAR 미국장기국채선물인버스(H),7845,5,-40,-0.51,,-5.2284,2232,17,39,업종/테마,KBSTAR,True,False,True
284980,2,KBSTAR 200금융,8935,2,85,0.96,8973.0,-1.6339,4356,38,32,시장지수,KBSTAR,False,False,False
211260,2,KINDEX 배당성장,39850,5,-90,-0.23,39911.0,0.7466,228,9,32,시장지수,KINDEX,False,False,False
252720,2,KBSTAR 모멘텀밸류,15420,2,70,0.46,15422.0,-1.9921,20,0,31,시장지수,KBSTAR,False,False,False
284990,2,KBSTAR 200에너지화학,13995,5,-20,-0.14,14035.0,-3.571,855,11,31,시장지수,KBSTAR,False,False,False
291890,4,KODEX MSCI EM선물(H),10060,5,-55,-0.54,,-7.2444,234,2,30,업종/테마,KODEX,False,False,True
295000,6,KBSTAR 국채선물10년,56415,2,60,0.11,56413.0,2.0646,57,3,29,파생,KBSTAR,False,False,False
285020,2,KBSTAR 200철강소재,10180,2,5,0.05,10204.0,-3.0953,1658,16,29,시장지수,KBSTAR,False,False,False
267500,4,KBSTAR 미국장기국채선물인버스2X(합성 H),5790,5,-60,-1.03,,-11.8976,6161,35,26,업종/테마,KBSTAR,True,False,True
287330,2,KBSTAR 200생활소비재,8880,2,30,0.34,8890.0,-1.7213,2235,19,21,시장지수,KBSTAR,False,False,False
334700,5,KBSTAR 팔라듐선물인버스(H),4545,2,75,1.68,,5.1764,1855,8,18,국내,KBSTAR,True,False,True
287310,2,KBSTAR 200경기소비재,11835,5,-80,-0.67,11871.0,3.1691,323,3,17,시장지수,KBSTAR,False,False,False
287320,2,KBSTAR 200산업재,13370,2,30,0.22,13371.0,9.1653,3382,45,16,시장지수,KBSTAR,False,False,False
